2015/1/1,2900575,8,-4
2015/1/2,3158211,13,0
2015/1/3,3596487,16,3
2015/1/4,3939672,15,4
2015/1/5,4101790,10,2
2015/1/6,4149164,7,-1
2015/1/7,4161928,7,-2
2015/1/8,4182622,12,-1
2015/1/9,4153509,14,1
2015/1/10,3913704,14,1
2015/1/11,3635468,10,1
2015/1/12,4011329,8,3
2015/1/13,3969860,8,4
2015/1/14,4225259,10,4
2015/1/15,4106437,11,3
2015/1/16,4074699,7,-1
2015/1/17,4053950,9,-1
2015/1/18,3827153,11,0
2015/1/19,4099085,10,2
2015/1/20,4166022,11,4
2015/1/21,4091559,7,0
2015/1/22,4197553,11,-2
2015/1/23,4153027,15,2
2015/1/24,3841539,11,7
2015/1/25,3658452,10,6
2015/1/26,3969836,6,2
2015/1/27,4250943,3,0
2015/1/28,4146675,2,-1
2015/1/29,4155199,3,-1
2015/1/30,4015565,4,-2
2015/1/31,3895604,5,-1
2015/2/1,3678729,7,1
2015/2/2,3983918,7,2
2015/2/3,3962811,7,2
2015/2/4,3904604,7,-2
2015/2/5,3812319,9,-2
2015/2/6,3808081,12,-1
2015/2/7,3503405,6,0
2015/2/8,3476838,6,-4
2015/2/9,3562045,15,0
2015/2/10,3221193,15,0
2015/2/11,2909801,15,0
2015/2/12,2934951,15,0
2015/2/13,2847925,19,3
2015/2/14,2526925,15,10
2015/2/15,2311930,15,9
2015/2/16,2243961,14,3
2015/2/17,2121020,12,3
2015/2/18,1589939,11,1
2015/2/19,1924576,10,4
2015/2/20,1978058,11,8
2015/2/21,2012807,11,3
2015/2/22,2057638,10,4
2015/2/23,2129969,12,4
2015/2/24,2215586,10,6
2015/2/25,2345116,10,6
2015/2/26,2617715,6,3
2015/2/27,2906772,4,2
2015/2/28,1675678,9,1
2015/3/1,2900464,13,2
2015/3/2,3334082,12,6
2015/3/3,3492606,6,1
2015/3/4,3597890,5,1
2015/3/5,1798044,8,2
2015/3/6,1787992,12,3
2015/3/7,3559113,10,5
2015/3/8,2972454,9,4
2015/3/9,3772564,7,0
2015/3/10,3868938,11,-1
2015/3/11,3881363,16,2
2015/3/12,3935078,19,6
2015/3/13,3845654,15,7
2015/3/14,3941030,16,8
2015/3/15,3710792,17,10
2015/3/16,3736062,16,11
2015/3/17,3862429,14,12
2015/3/18,3809448,15,9
2015/3/19,3294148,14,9
2015/3/20,2659507,20,9
2015/3/21,3097831,19,8
2015/3/22,3153864,16,7
2015/3/23,3793539,15,6
2015/3/24,3886598,17,7
2015/3/25,3946979,15,6
2015/3/26,3978091,16,9
2015/3/27,3505012,20,7
2015/3/28,3641733,23,10
2015/3/29,3489199,20,14
2015/3/30,3792338,26,16
2015/3/31,3799367,23,17
2015/4/1,3878931,25,14
2015/4/2,3895444,19,11
2015/4/3,3917458,14,10
2015/4/4,3701865,13,10
2015/4/5,3077103,11,7
2015/4/6,3396784,7,4
2015/4/7,3955773,12,2
2015/4/8,3933520,15,3
2015/4/9,3934117,17,6
2015/4/10,3841726,19,7
2015/4/11,3757337,21,9
2015/4/12,3471838,13,7
2015/4/13,3794991,19,6
2015/4/14,3886747,23,10
2015/4/15,3883621,21,13
2015/4/16,3858169,22,10
2015/4/17,3720202,26,15
2015/4/18,3618044,24,16
2015/4/19,3593118,17,10
2015/4/20,3694081,20,8
2015/4/21,3785960,24,8
2015/4/22,3822967,26,12
2015/4/23,3907020,27,13
2015/4/24,3854392,27,13
2015/4/25,3801188,28,14
2015/4/26,3606876,28,15
2015/4/27,3827721,29,18
2015/4/28,3922143,22,17
2015/4/29,3903749,25,14
2015/4/30,3807190,27,14
2015/5/1,2893128,20,16
2015/5/2,2988003,25,15
2015/5/3,3501631,24,15
2015/5/4,3785149,24,12
2015/5/5,3908821,23,15
2015/5/6,3920908,27,16
2015/5/7,3900211,27,17
2015/5/8,3893473,26,15
2015/5/9,3756578,26,15
2015/5/10,3488394,26,15
2015/5/11,3768083,26,15
2015/5/12,3833756,26,15
2015/5/13,3944756,29,20
2015/5/14,4113033,31,22
2015/5/15,3925658,25,16
2015/5/16,3753444,24,15
2015/5/17,3545599,26,18
2015/5/18,3747294,25,17
2015/5/19,3901643,29,19
2015/5/20,3878744,27,15
2015/5/21,3834144,25,15
2015/5/22,3873964,28,18
2015/5/23,3857605,26,18
2015/5/24,3658025,27,19
2015/5/25,3894369,29,19
2015/5/26,3932831,27,20
2015/5/27,3943848,22,17
2015/5/28,3980124,27,20
2015/5/29,3919808,23,20
2015/5/30,3660404,26,19
2015/5/31,3409681,27,19
2015/6/1,3678089,31,23
2015/6/2,3766047,25,19
2015/6/3,3715689,26,16
2015/6/4,3717902,26,19
2015/6/5,3712017,28,19
2015/6/6,3748581,32,21
2015/6/7,3505473,27,21
2015/6/8,3804096,27,20
2015/6/9,3931900,29,22
2015/6/10,4026655,28,21
2015/6/11,4029529,33,22
2015/6/12,4045499,34,23
2015/6/13,3981977,33,25
2015/6/14,3786308,32,23
2015/6/15,4025300,28,21
2015/6/16,3880740,21,18
2015/6/17,3732340,22,18
2015/6/18,3780395,28,19
2015/6/19,3900360,29,21
2015/6/20,3292730,30,21
2015/6/21,3416254,26,21
2015/6/22,3724890,26,21
2015/6/23,3752153,25,23
2015/6/24,3883363,26,22
2015/6/25,4029993,30,23
2015/6/26,3961676,26,21
2015/6/27,3732761,23,19
2015/6/28,3459483,24,21
2015/6/29,3775745,24,21
2015/6/30,3911804,27,21
2015/7/1,2693051,29,21
2015/7/2,3642866,32,23
2015/7/3,4044005,30,21
2015/7/4,3826577,28,19
2015/7/5,3552897,28,19
2015/7/6,3797675,22,18
2015/7/7,3198852,24,19
2015/7/8,3812753,24,20
2015/7/9,3959028,27,22
2015/7/10,4067013,31,24
2015/7/11,3851053,27,23
2015/7/12,3511131,29,23
2015/7/13,4034339,35,25
2015/7/14,3550189,35,25
2015/7/15,4018448,32,24
2015/7/16,4248386,29,23
2015/7/17,4095465,25,22
2015/7/18,3950332,27,23
2015/7/19,3765951,26,24
2015/7/20,4112606,28,24
2015/7/21,4276542,30,24
2015/7/22,4102868,31,25
2015/7/23,4145418,31,25
2015/7/24,4212612,28,24
2015/7/25,4039046,29,25
2015/7/26,3788798,32,26
2015/7/27,4257147,35,27
2015/7/28,4350284,36,27
2015/7/29,4326839,37,28
2015/7/30,4295408,35,27
2015/7/31,4225719,35,27
2015/8/1,3679973,35,27
2015/8/2,3513088,37,28
2015/8/3,4109362,37,28
2015/8/4,4249464,37,28
2015/8/5,4287459,37,28
2015/8/6,4402083,35,26
2015/8/7,4369295,34,26
2015/8/8,4161898,33,26
2015/8/9,3787603,30,25
2015/8/10,4041268,28,24
2015/8/11,3903333,28,23
2015/8/12,4085366,31,23
2015/8/13,4168955,30,23
2015/8/14,4214550,32,23
2015/8/15,4047430,30,24
2015/8/16,3817657,30,23
2015/8/17,4155488,31,24
2015/8/18,4015123,30,23
2015/8/19,3948699,30,24
2015/8/20,3869580,26,23
2015/8/21,3343687,29,23
2015/8/22,3858150,28,21
2015/8/23,3624080,28,21
2015/8/24,3761623,24,20
2015/8/25,3909831,29,21
2015/8/26,4011378,30,22
2015/8/27,4029224,30,22
2015/8/28,3487881,30,22
2015/8/29,3867982,31,22
2015/8/30,3811394,31,22
2015/8/31,4109812,30,22
2015/9/1,4066668,29,22
2015/9/2,3925296,30,22
2015/9/3,3177643,29,22
2015/9/4,3566662,30,23
2015/9/5,3757287,28,22
2015/9/6,3841049,28,21
2015/9/7,4018482,28,21
2015/9/8,3691852,28,20
2015/9/9,3918906,28,19
2015/9/10,3929441,28,20
2015/9/11,3927760,27,20
2015/9/12,3633339,24,16
2015/9/13,3447496,25,17
2015/9/14,3713833,26,20
2015/9/15,3832844,26,18
2015/9/16,3749554,27,18
2015/9/17,3946919,26,18
2015/9/18,3975839,27,19
2015/9/19,3820881,28,20
2015/9/20,3608137,26,19
2015/9/21,3957586,27,20
2015/9/22,4039707,26,21
2015/9/23,4017043,26,19
2015/9/24,4037352,26,20
2015/9/25,4040154,27,19
2015/9/26,3497499,28,18
2015/9/27,3356801,27,18
2015/9/28,3873351,27,20
2015/9/29,4000522,25,21
2015/9/30,4542869,26,19
2015/10/1,2841489,23,14
2015/10/2,2776441,24,15
2015/10/3,2754225,25,17
2015/10/4,3016281,25,19
2015/10/5,3443517,23,18
2015/10/6,3629157,24,19
2015/10/7,3669034,22,18
2015/10/8,4002839,19,15
2015/10/9,3773217,22,12
2015/10/10,3718483,23,10
2015/10/11,3236485,20,10
2015/10/12,3676439,22,11
2015/10/13,3708587,24,13
2015/10/14,3748435,24,13
2015/10/15,3538810,25,14
2015/10/16,3807975,26,15
2015/10/17,3802147,26,14
2015/10/18,3521948,25,14
2015/10/19,3719963,24,15
2015/10/20,3608500,25,16
2015/10/21,3926344,25,16
2015/10/22,3926220,25,16
2015/10/23,3914699,25,17
2015/10/24,3945502,25,17
2015/10/25,3512930,23,16
2015/10/26,3750753,24,14
2015/10/27,3929170,19,11
2015/10/28,3838921,20,12
2015/10/29,3915735,18,12
2015/10/30,3840502,18,10
2015/10/31,3232390,17,11
2015/11/1,3443912,17,8
2015/11/2,3599595,18,8
2015/11/3,3797280,20,11
2015/11/4,3903614,21,14
2015/11/5,3920772,23,16
2015/11/6,3910196,26,19
2015/11/7,3819933,17,12
2015/11/8,3500779,13,9
2015/11/9,3382794,13,8
2015/11/10,3347273,15,9
2015/11/11,3452265,16,10
2015/11/12,3407477,16,13
2015/11/13,3528801,16,12
2015/11/14,3377359,17,10
2015/11/15,3377554,18,11
2015/11/16,3697464,17,13
2015/11/17,3862200,15,12
2015/11/18,3854823,15,11
2015/11/19,3913774,14,11
2015/11/20,3903341,16,11
2015/11/21,3820628,16,13
2015/11/22,3198316,17,14
2015/11/23,3939268,16,10
2015/11/24,4025841,11,3
2015/11/25,3608402,5,0
2015/11/26,4160858,3,-4
2015/11/27,4169118,5,-2
2015/11/28,3927863,12,3
2015/11/29,3566745,16,6
2015/11/30,3782338,15,5
2015/12/1,3876643,17,10
2015/12/2,3998786,12,3
2015/12/3,4030378,10,0
2015/12/4,3872078,9,2
2015/12/5,3701451,8,4
2015/12/6,3723541,10,2
2015/12/7,3983834,12,3
2015/12/8,4140712,13,6
2015/12/9,4068916,12,8
2015/12/10,4232933,12,7
2015/12/11,4208018,10,1
2015/12/12,4001223,10,2
2015/12/13,3856921,9,3
2015/12/14,4117837,10,4
2015/12/15,3315516,10,0
2015/12/16,4269798,6,-3
2015/12/17,4317484,5,-3
2015/12/18,4348796,6,-2
2015/12/19,4117298,9,2
2015/12/20,3969676,8,2
2015/12/21,4170567,8,0
2015/12/22,3869879,11,6
2015/12/23,4167805,10,7
2015/12/24,4320650,10,4
2015/12/25,4294518,10,2
2015/12/26,3874950,14,4
2015/12/27,3905750,9,1
2015/12/28,4105261,6,-1
2015/12/29,4255276,9,0
2015/12/30,4170536,11,0
2015/12/31,4020591,9,-1
2016/1/1,3232705,11,2
2016/1/2,3400311,15,7
2016/1/3,3641332,16,7
2016/1/4,4010378,13,7
2016/1/5,4114238,10,5
2016/1/6,4228910,8,3
2016/1/7,4271151,6,-1
2016/1/8,4064567,7,-1
2016/1/9,4063805,9,-1
2016/1/10,3631998,10,4
2016/1/11,4219307,8,1
2016/1/12,4335493,3,-3
2016/1/13,3567044,4,-2
2016/1/14,4188494,7,-2
2016/1/15,3459120,8,-2
2016/1/16,3825385,10,1
2016/1/17,3356428,8,0
2016/1/18,3964754,3,-4
2016/1/19,3967388,3,-4
2016/1/20,4014577,3,-2
2016/1/21,4179388,2,-2
2016/1/22,3869181,3,-4
2016/1/23,3857605,-3,-10
2016/1/24,3418767,-6,-10
2016/1/25,3577731,2,-8
2016/1/26,3529770,6,-4
2016/1/27,3796580,8,-1
2016/1/28,3828398,6,3
2016/1/29,3817281,5,1
2016/1/30,3585530,5,-1
2016/1/31,3474602,4,-2
2016/2/1,3577546,2,-5
2016/2/2,3400726,5,-4
2016/2/3,3164092,7,-3
2016/2/4,2985701,7,-2
2016/2/5,2769694,9,-2
2016/2/6,2651179,7,-3
2016/2/7,2400941,10,-2
2016/2/8,2328935,15,2
2016/2/9,2367668,17,2
2016/2/10,2360456,20,7
2016/2/11,2390654,18,11
2016/2/12,2456605,18,11
2016/2/13,2519542,14,1
2016/2/14,2629206,6,-3
2016/2/15,2932628,7,-2
2016/2/16,3138577,10,0
2016/2/17,3211835,12,2
2016/2/18,3327845,16,3
2016/2/19,3534671,13,3
2016/2/20,3457037,11,-1
2016/2/21,3353382,10,2
2016/2/22,3740474,7,4
2016/2/23,3752948,11,1
2016/2/24,3817079,9,0
2016/2/25,3821269,12,2
2016/2/26,3778753,17,4
2016/2/27,3621678,19,8
2016/2/28,3427752,17,2
2016/2/29,3830666,10,-1
2016/3/1,3990461,13,1
2016/3/2,4052463,16,7
2016/3/3,4077052,16,9
2016/3/4,4047478,19,12
2016/3/5,3862328,21,11
2016/3/6,3680144,19,10
2016/3/7,4082510,16,6
2016/3/8,4128456,9,1
2016/3/9,4266444,7,1
2016/3/10,4034056,8,-1
2016/3/11,4187860,11,1
2016/3/12,3971600,13,4
2016/3/13,3671423,11,4
2016/3/14,4040799,13,3
2016/3/15,4126436,14,4
2016/3/16,3999919,18,6
2016/3/17,3960902,15,9
2016/3/18,4028738,18,11
2016/3/19,3890087,19,7
2016/3/20,3590345,17,6
2016/3/21,3903985,17,6
2016/3/22,4615207,16,9
2016/3/23,4049102,14,4
2016/3/24,4080274,12,3
2016/3/25,4024048,15,3
2016/3/26,3911950,15,5
2016/3/27,3684076,18,7
2016/3/28,3969515,20,9
2016/3/29,4026603,20,13
2016/3/30,4007978,21,12
2016/3/31,4019892,20,10
2016/4/1,4003527,24,14
2016/4/2,4017529,19,13
2016/4/3,3732506,14,9
2016/4/4,3216632,18,10
2016/4/5,3710743,16,11
2016/4/6,4068945,14,12
2016/4/7,3995555,20,10
2016/4/8,4036804,23,13
2016/4/9,3995427,25,13
2016/4/10,3713744,26,11
2016/4/11,3902557,21,12
2016/4/12,3994915,23,14
2016/4/13,4030816,27,16
2016/4/14,4053163,27,15
2016/4/15,4044319,25,16
2016/4/16,3962151,20,12
2016/4/17,3720344,20,11
2016/4/18,3830146,22,12
2016/4/19,3853482,24,15
2016/4/20,3601084,18,14
2016/4/21,3938636,25,15
2016/4/22,3975591,27,16
2016/4/23,4130359,18,13
2016/4/24,3779401,21,13
2016/4/25,3992619,20,13
2016/4/26,4096040,17,12
2016/4/27,3938562,17,11
2016/4/28,3950044,23,12
2016/4/29,3956025,27,15
2016/4/30,3675404,29,17
2016/5/1,3127033,30,20
2016/5/2,3471769,26,16
2016/5/3,3686262,25,14
2016/5/4,3904758,30,20
2016/5/5,4076967,25,20
2016/5/6,4110685,28,17
2016/5/7,4001702,19,15
2016/5/8,3626796,17,13
2016/5/9,4004587,20,15
2016/5/10,3977966,21,13
2016/5/11,4015503,27,16
2016/5/12,4132899,30,16
2016/5/13,4108075,20,15
2016/5/14,3989503,26,16
2016/5/15,3756678,18,13
2016/5/16,3952351,25,13
2016/5/17,3949708,26,14
2016/5/18,3901864,25,14
2016/5/19,3913280,27,17
2016/5/20,3963967,24,17
2016/5/21,3890195,19,16
2016/5/22,3640372,19,15
2016/5/23,3969389,23,17
2016/5/24,4043578,26,17
2016/5/25,4096819,29,21
2016/5/26,4219737,26,20
2016/5/27,4113139,23,19
2016/5/28,4009038,21,19
2016/5/29,3789849,24,17
2016/5/30,3872713,27,20
2016/5/31,4014739,29,21
2016/6/1,3988022,21,16
2016/6/2,3968795,22,18
2016/6/3,4041719,23,18
2016/6/4,3874204,22,16
2016/6/5,3692647,26,18
2016/6/6,4008633,27,19
2016/6/7,4162818,26,21
2016/6/8,4055291,24,19
2016/6/9,3548896,25,19
2016/6/10,3762722,27,22
2016/6/11,3902134,30,23
2016/6/12,3974914,26,20
2016/6/13,4169418,31,22
2016/6/14,4264932,33,25
2016/6/15,4334099,30,22
2016/6/16,4163197,30,20
2016/6/17,4301308,32,23
2016/6/18,4234259,33,25
2016/6/19,4047065,32,25
2016/6/20,4155898,29,25
2016/6/21,4371422,29,24
2016/6/22,4418030,31,25
2016/6/23,4536418,33,27
2016/6/24,4447924,27,21
2016/6/25,4087964,27,20
2016/6/26,3885732,29,21
2016/6/27,4128141,22,19
2016/6/28,4207413,25,21
2016/6/29,4747110,28,22
2016/6/30,4905574,33,25
2016/7/1,4335777,26,23
2016/7/2,4079363,26,22
2016/7/3,3840101,25,22
2016/7/4,4071327,27,22
2016/7/5,4161432,28,23
2016/7/6,4104851,28,25
2016/7/7,4498741,30,24
2016/7/8,4554365,32,24
2016/7/9,4333160,31,24
2016/7/10,4074906,28,24
2016/7/11,4441372,29,24
2016/7/12,4525375,32,26
2016/7/13,4481143,32,26
2016/7/14,4538956,29,26
2016/7/15,4634383,33,22
2016/7/16,4220289,29,22
2016/7/17,4107215,32,24
2016/7/18,4550893,32,26
2016/7/19,4677268,32,26
2016/7/20,4772549,36,28
2016/7/21,4750962,37,29
2016/7/22,4754751,37,29
2016/7/23,4637393,38,30
2016/7/24,4311960,38,30
2016/7/25,4809396,38,29
2016/7/26,4852473,39,30
2016/7/27,4737322,38,30
2016/7/28,4790575,38,29
2016/7/29,4788141,38,30
2016/7/30,4514944,37,28
2016/7/31,4259280,36,27
2016/8/1,4627029,35,27
2016/8/2,4618467,35,27
2016/8/3,4490739,32,25
2016/8/4,4367727,33,26
2016/8/5,4253298,33,26
2016/8/6,4023140,33,26
2016/8/7,3663205,34,26
2016/8/8,3689233,35,26
2016/8/9,3679212,34,27
2016/8/10,3994246,33,27
2016/8/11,4061157,35,27
2016/8/12,4127489,35,27
2016/8/13,4043540,36,28
2016/8/14,3744055,35,27
2016/8/15,4222039,35,27
2016/8/16,4603302,34,26
2016/8/17,4200728,34,26
2016/8/18,4454857,35,28
2016/8/19,4517220,36,28
2016/8/20,4141047,36,27
2016/8/21,3873626,31,26
2016/8/22,4285132,34,27
2016/8/23,4200526,34,24
2016/8/24,4151262,33,23
2016/8/25,4194893,34,25
2016/8/26,4018774,28,23
2016/8/27,3610828,29,20
2016/8/28,3446470,30,19
2016/8/29,3681879,30,21
2016/8/30,3607667,30,21
2016/8/31,3664003,31,22
